Unnamed: 0,Age,Workclass,Fnlwgt,Education-num,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income
14247,54, Local-gov,238257,13, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
11882,39, Private,236136,11, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
3845,43, State-gov,199806,13, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
15051,35, Private,280966,10, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21935,50, Local-gov,46401,13, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
25579,43, Private,334991,10, Transport-moving, Unmarried, White, Male,4934,0,51, United-States, >50K
13777,61, Self-emp-not-inc,111563,13, Farming-fishing, Husband, White, Male,0,0,20, United-States, >50K
31802,30, Private,341051,14, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
18178,20, Self-emp-not-inc,197207,9, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
27397,32, Local-gov,114733,13, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
13039,41, Private,69333,9, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
5024,45, Federal-gov,181970,9, Adm-clerical, Husband, White, Male,0,1672,40, United-States, <=50K
14029,25, State-gov,187508,10, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
12270,53, Private,224894,3, Priv-house-serv, Wife, Black, Female,0,0,10, Haiti, <=50K
1658,18, Private,214617,10, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
212,35, Private,153790,10, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26789,39, Private,160728,9, Machine-op-inspct, Unmarried, White, Male,2977,0,40, United-States, <=50K
20803,40, Self-emp-not-inc,351161,14, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31651,28, State-gov,297735,15, Prof-specialty, Not-in-family, White, Male,0,0,90, United-States, <=50K
21577,37, Self-emp-not-inc,68899,9, Craft-repair, Husband, White, Male,0,2129,40, United-States, <=50K
15898,19, Private,278915,8, Handlers-cleaners, Own-child, Black, Female,0,0,52, United-States, <=50K
8526,29, Private,207064,9, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18550,54, Federal-gov,230387,9, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
19494,44, Private,225879,10, Adm-clerical, Wife, Other, Female,0,0,30, Mexico, >50K
15762,36, Local-gov,130620,9, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, China, >50K
13901,55, Self-emp-inc,222615,14, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
14195,32, Self-emp-not-inc,116834,9, Other-service, Wife, White, Female,0,0,5, United-States, <=50K
792,18, Private,196061,10, Tech-support, Own-child, White, Male,0,0,33, United-States, <=50K
16617,40, State-gov,391736,11, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24552,51, Local-gov,143865,6, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
23353,24, Private,164574,10, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
16593,61, Self-emp-not-inc,215591,9, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
9330,26, Private,55860,10, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32422,47, Private,161950,9, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
31642,57, Private,316000,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
4498,35, Private,150125,11, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
9505,40, Local-gov,24763,10, Transport-moving, Unmarried, White, Male,6849,0,40, United-States, <=50K
2413,50, Private,181139,10, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
29038,28, Local-gov,154863,5, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
834,72, Private,28929,7, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
9063,46, State-gov,248895,13, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
9455,23, Private,274797,9, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
9810,24, Private,509629,9, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
12537,62, Private,29828,9, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
13289,37, Private,91711,13, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
13163,34, Federal-gov,149368,15, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1220,45, Self-emp-not-inc,247379,9, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
12955,45, Private,97842,10, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
9957,39, Private,149943,14, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
17414,49, Private,178215,10, Tech-support, Unmarried, White, Female,0,0,28, United-States, <=50K
11375,37, State-gov,186934,10, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30787,29, Self-emp-inc,206903,15, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
18385,43, Private,180303,13, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
5609,35, Private,148903,9, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
11907,54, Private,146834,9, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
4581,57, Private,188872,3, Transport-moving, Unmarried, White, Male,6497,0,40, United-States, <=50K
27317,70, State-gov,54849,16, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
10292,18, Private,27620,9, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
9677,22, Private,160120,6, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
2523,52, Private,198824,11, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
14182,52, Private,139347,9, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
30561,60, Private,132529,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19462,64, Private,211360,9, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
7460,54, Local-gov,31533,14, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
21944,52, Without-pay,198262,9, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
4782,67, Private,182378,13, Craft-repair, Husband, White, Male,9386,0,60, United-States, >50K
30091,26, Private,88449,9, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
4381,48, Self-emp-not-inc,133694,13, Exec-managerial, Not-in-family, Black, Male,0,0,40, Jamaica, >50K
22476,57, Local-gov,121111,9, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24129,28, Private,165030,10, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
14435,39, Self-emp-inc,168355,9, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
7642,62, Private,192515,9, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
6452,26, Private,159732,9, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States, <=50K
30067,31, Local-gov,158291,13, Craft-repair, Not-in-family, White, Male,8614,0,40, United-States, >50K
18549,31, Private,145935,9, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
8809,34, Private,319854,16, Prof-specialty, Not-in-family, White, Male,0,0,40, Taiwan, >50K
32244,58, Self-emp-not-inc,99141,9, Farming-fishing, Unmarried, White, Female,0,0,10, United-States, <=50K
20187,18, Private,31008,10, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
22455,40, Private,48087,9, Sales, Husband, White, Male,7298,0,45, United-States, >50K
29385,24, Private,23438,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28718,42, Private,126003,9, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
10618,53, Private,311350,13, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28689,34, Self-emp-inc,200689,13, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
14940,53, Self-emp-not-inc,291755,10, Transport-moving, Husband, White, Male,0,0,72, United-States, <=50K
12962,39, Federal-gov,189632,9, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
28517,17, Private,275051,7, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
7637,33, Local-gov,83671,13, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
16033,42, Private,59474,9, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
10196,31, Private,345277,13, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
6854,43, Private,199191,10, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
10619,37, Private,113750,13, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
11239,35, Self-emp-not-inc,308874,9, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21147,39, Private,348521,10, Farming-fishing, Husband, White, Male,0,2415,99, United-States, >50K
1386,37, Private,349116,9, Sales, Not-in-family, Black, Male,0,0,44, United-States, <=50K
28774,51, Private,123053,14, Prof-specialty, Husband, Asian-Pac-Islander, Male,5013,0,40, India, <=50K
21323,26, Private,257405,3, Farming-fishing, Other-relative, Black, Male,0,0,40, Mexico, <=50K
555,69, Private,136218,7, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
18705,37, Self-emp-not-inc,29054,11, Farming-fishing, Own-child, White, Male,0,0,84, United-States, <=50K
16704,19, Private,252862,11, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
3095,48, Self-emp-inc,200471,13, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
3285,19, Private,383637,9, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
9930,33, Private,345277,13, Tech-support, Not-in-family, White, Female,0,0,45, United-States, >50K
9166,51, Local-gov,176751,13, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
17454,51, Private,139347,9, Adm-clerical, Wife, White, Female,7688,0,40, United-States, >50K
7847,22, Private,58916,10, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
1313,51, Private,179646,9, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23233,61, Private,85434,9, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
11095,50, Private,121411,8, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
7450,47, Private,123207,9, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
32182,50, Private,195690,9, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
14706,62, Private,96099,9, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
11245,53, Self-emp-inc,96062,13, Exec-managerial, Husband, White, Male,0,1902,48, United-States, >50K
9631,38, Private,35429,9, Handlers-cleaners, Husband, White, Male,0,2042,40, United-States, <=50K
5072,61, Private,128230,4, Sales, Husband, White, Male,0,0,50, United-States, >50K
31555,29, Private,112403,3, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26354,43, Private,498079,13, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
5275,45, Private,214068,16, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
18653,35, Private,240389,10, Sales, Husband, White, Male,0,0,43, United-States, >50K
30674,49, Private,125892,9, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23263,27, Private,224849,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26567,61, Private,210488,9, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27318,40, Private,141583,6, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
29552,34, Private,293703,10, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
1857,18, Private,152545,9, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
32192,64, State-gov,104361,10, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
23898,57, Private,195835,10, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31748,43, Private,341358,11, Sales, Husband, White, Male,0,0,40, United-States, >50K
10306,28, Private,189346,9, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
2765,34, Private,171159,10, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
1541,62, Private,162245,15, Prof-specialty, Husband, White, Male,0,1628,70, United-States, <=50K
7262,31, Private,191001,9, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20991,47, Private,157901,7, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,36, United-States, <=50K
19184,19, Private,247679,9, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
8434,23, Private,137214,9, Sales, Husband, Black, Male,0,0,37, United-States, <=50K
28246,47, Self-emp-not-inc,180446,10, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
27175,32, Private,118551,9, Other-service, Unmarried, White, Female,0,0,80, United-States, <=50K
21922,26, Private,421561,7, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
20850,46, Self-emp-not-inc,102308,13, Sales, Husband, White, Male,0,2415,40, United-States, >50K
9475,47, Private,166634,10, Exec-managerial, Unmarried, White, Female,0,0,40, Germany, <=50K
23269,35, Private,297485,13, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24609,32, Private,202498,7, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, <=50K
8563,28, Private,194690,4, Other-service, Own-child, White, Male,0,0,60, Mexico, <=50K
3771,51, Private,195105,9, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K
13460,41, Private,177905,14, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
17493,34, Self-emp-inc,353927,10, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
4655,19, Private,124884,5, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
29166,54, Private,340476,9, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
11434,46, Private,247043,9, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
30316,22, Private,251196,10, Protective-serv, Own-child, Black, Female,0,0,20, United-States, <=50K
8266,46, Private,328216,13, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
13389,39, Self-emp-not-inc,48063,10, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
9126,68, Private,193666,16, Prof-specialty, Husband, White, Male,20051,0,55, United-States, >50K
12098,35, Private,120074,9, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
11723,61, Self-emp-inc,61040,10, Sales, Husband, White, Male,7688,0,36, United-States, >50K
26534,59, Private,139344,10, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
19938,30, Private,226443,13, Sales, Husband, White, Male,0,0,50, United-States, >50K
9096,26, Private,256737,7, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
1737,21, Private,32616,9, Other-service, Not-in-family, White, Female,0,1719,16, United-States, <=50K
27078,36, Private,231037,4, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
20365,41, Private,332703,9, Adm-clerical, Not-in-family, Other, Female,0,625,40, United-States, <=50K
561,54, Private,212960,13, Sales, Husband, White, Male,0,0,35, United-States, >50K
15357,25, Private,122756,7, Machine-op-inspct, Not-in-family, Black, Male,0,0,35, United-States, <=50K
28826,21, Private,205844,10, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
3345,45, Private,125194,7, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
11492,30, Private,148524,9, Transport-moving, Husband, White, Male,0,2057,40, United-States, <=50K
9354,49, Private,180532,14, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
9628,21, Private,314182,9, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
8314,54, State-gov,123592,9, Adm-clerical, Unmarried, Black, Female,3887,0,35, United-States, <=50K
23546,43, Private,33126,10, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
9719,36, Self-emp-not-inc,153976,9, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
25595,50, Self-emp-inc,304955,13, Sales, Husband, White, Male,0,0,60, United-States, >50K
21322,42, Self-emp-not-inc,320744,9, Sales, Husband, White, Male,3908,0,45, United-States, <=50K
30588,66, State-gov,71075,10, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
58,41, Private,147372,9, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
20246,55, Self-emp-not-inc,147098,5, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24122,43, Private,152958,13, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
15153,34, Private,134737,13, Sales, Own-child, White, Male,0,0,40, United-States, >50K
30209,17, Private,250541,7, Prof-specialty, Own-child, Black, Male,0,0,8, United-States, <=50K
3201,28, Private,142264,5, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
31207,48, Private,97863,13, Prof-specialty, Husband, White, Male,0,0,45, Italy, >50K
29789,26, Private,157028,14, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K
18033,33, Local-gov,147921,9, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32347,36, State-gov,212143,13, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
2510,42, Private,209392,9, Protective-serv, Not-in-family, Black, Male,0,0,35, United-States, <=50K
9828,64, State-gov,216160,16, Prof-specialty, Husband, White, Male,0,0,50, Columbia, >50K
17322,47, Self-emp-inc,156728,9, Sales, Husband, White, Male,0,0,55, United-States, <=50K
31765,19, Private,166018,10, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24194,29, Private,413227,13, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
30579,17, Private,27415,7, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
27280,25, Private,114150,9, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
11759,56, Private,367200,9, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
20254,69, Local-gov,660461,9, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
16138,57, Private,142791,4, Sales, Other-relative, White, Female,0,1602,3, United-States, <=50K
10174,18, Private,83492,4, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
13546,20, Private,304710,10, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
19298,65, Self-emp-not-inc,139960,9, Farming-fishing, Husband, White, Male,10605,0,60, United-States, >50K
19291,50, Self-emp-not-inc,341797,15, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
26316,18, Private,205218,10, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
5993,35, Private,177121,9, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
25912,74, State-gov,236012,4, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
31010,18, Private,225859,10, Transport-moving, Own-child, White, Male,2907,0,30, United-States, <=50K
20799,40, Private,96509,10, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
26994,29, Private,144556,9, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
20333,69, Private,199591,15, Prof-specialty, Wife, White, Female,0,0,25, United-States, <=50K
32439,23, Private,190273,13, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
2072,63, Self-emp-not-inc,54851,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
12122,27, Private,347513,10, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31582,22, State-gov,477505,12, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
5822,35, Private,99357,14, Prof-specialty, Wife, White, Female,15024,0,50, United-States, >50K
30757,31, Private,99483,9, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
13335,38, Private,76878,7, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
16879,41, Private,49156,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
3513,37, Private,205339,10, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
26964,61, Private,96660,10, Adm-clerical, Wife, White, Female,15024,0,34, United-States, >50K
28364,54, Private,175594,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
16269,50, Self-emp-not-inc,198581,15, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
26881,18, Private,199039,8, Sales, Own-child, White, Male,594,0,14, United-States, <=50K
29026,23, Private,190650,13, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
28949,22, Private,99829,10, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
16343,43, Private,188436,11, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
24409,73, Self-emp-inc,191540,13, Sales, Husband, White, Male,0,0,50, United-States, >50K
17150,36, Private,272090,13, Prof-specialty, Unmarried, White, Female,0,0,45, El-Salvador, <=50K
3782,66, Self-emp-not-inc,212456,9, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
27620,23, Private,229826,9, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
9336,35, Private,208106,9, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
23085,27, Private,133425,9, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
30768,53, Private,110977,14, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
10702,22, Private,215546,12, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
2860,47, Private,102308,14, Sales, Husband, White, Male,0,0,40, United-States, >50K
1221,48, Private,349151,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28759,32, Self-emp-not-inc,134737,13, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
4864,23, Private,183327,9, Craft-repair, Own-child, Black, Female,0,1594,20, United-States, <=50K
13280,23, Private,388811,9, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23391,45, Private,260490,14, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
6085,56, Private,229525,5, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
12546,39, Private,113481,13, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
15269,62, Private,122033,9, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
4924,35, Private,246829,9, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
4532,25, Private,64671,9, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
1672,51, Private,120914,4, Craft-repair, Husband, White, Male,2961,0,40, United-States, <=50K
24841,31, Private,259705,9, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
25044,18, Private,126154,10, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
4055,50, Self-emp-inc,156623,15, Prof-specialty, Husband, Asian-Pac-Islander, Male,7688,0,50, Philippines, >50K
27593,31, Self-emp-not-inc,369648,12, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
29114,33, Local-gov,190290,11, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
10000,34, Private,120461,10, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
25133,33, Private,123920,10, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
11953,27, Private,277760,9, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31073,17, Private,41643,7, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
10237,37, Private,110713,9, Sales, Husband, White, Male,0,0,50, United-States, >50K
26210,39, Private,356838,9, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
10255,74, Self-emp-not-inc,104001,9, Sales, Husband, White, Male,0,0,40, United-States, >50K
13305,22, Private,433669,12, Handlers-cleaners, Not-in-family, White, Male,0,0,36, United-States, <=50K
9487,62, Private,88055,13, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24550,28, Private,339372,13, Adm-clerical, Not-in-family, White, Male,0,1408,40, United-States, <=50K
12879,35, Federal-gov,226916,13, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
30613,18, Private,128538,7, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
29681,49, Private,187370,14, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
4317,40, Private,289403,13, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
9980,29, Private,115677,13, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
5519,19, Private,227491,9, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
858,34, Private,188798,13, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
24966,53, Private,295520,5, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
5972,42, Private,184857,9, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
20823,34, Federal-gov,199934,10, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
7875,47, Federal-gov,224559,9, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
595,27, Private,267147,9, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
8804,30, Private,87469,9, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
9186,30, Private,87054,9, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
10970,21, Private,170800,9, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
9746,42, State-gov,105804,7, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
14352,44, Private,203897,13, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
26083,71, Self-emp-inc,38822,14, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
1951,77, Local-gov,144608,9, Exec-managerial, Husband, White, Male,0,0,6, United-States, <=50K
9120,29, Private,308944,9, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25914,51, Private,172046,14, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
24871,27, Local-gov,170504,13, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
22748,41, Self-emp-not-inc,186909,14, Sales, Wife, White, Female,0,1902,35, United-States, >50K
7910,29, Private,183887,13, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
14781,48, Private,140782,14, Exec-managerial, Wife, White, Female,0,1902,38, United-States, >50K
7830,31, Private,154227,9, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
2513,47, Private,174525,9, Handlers-cleaners, Husband, White, Male,3942,0,40, United-States, <=50K
6732,31, Private,595000,9, Handlers-cleaners, Other-relative, Black, Female,0,0,35, United-States, <=50K
5559,45, Private,230979,10, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32306,24, Private,427686,2, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
7860,30, Private,175856,14, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
22290,33, Local-gov,100734,9, Tech-support, Not-in-family, White, Female,0,0,55, United-States, <=50K
11027,61, Local-gov,232618,15, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
4700,26, Private,138152,8, Craft-repair, Other-relative, Other, Male,0,0,48, Guatemala, <=50K
2233,35, Private,178322,11, Sales, Husband, White, Male,0,0,50, Germany, >50K
29740,50, Self-emp-not-inc,124793,10, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
17560,35, Private,269300,9, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
16160,62, Federal-gov,177295,9, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
